company,location,rocket,mission_status,launch_date,failure,launch_year,launch_decade,rocket_failure_rate,rocket_launch_count,org_failure_rate,past_failure_rate,company_enc,location_enc,rocket_enc
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Unknown,Success,2003-10-01 04:02:00+00:00,0,2003.0,2000.0,0.10864197530864197,3240,0.09375,0.14285714285714285,44,42,55
CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",Unknown,Success,2003-10-15 01:00:00+00:00,0,2003.0,2000.0,0.10864197530864197,3240,0.07630522088353414,0.14814814814814814,7,118,55
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",25.0 ,Success,2003-10-17 04:52:00+00:00,0,2003.0,2000.0,0.16666666666666666,12,0.17333333333333334,0.4444444444444444,23,9,20
Lockheed,"SLC-4W, Vandenberg AFB, California, USA",35.0 ,Success,2003-10-18 16:17:00+00:00,0,2003.0,2000.0,0.0625,16,0.06329113924050633,0.06944444444444445,31,73,27
CASC,"LC-7, Taiyuan Satellite Launch Center, China",64.68 ,Success,2003-10-21 03:16:00+00:00,0,2003.0,2000.0,0.058823529411764705,34,0.07630522088353414,0.14634146341463414,7,40,47
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",41.8 ,Success,2003-10-30 13:43:00+00:00,0,2003.0,2000.0,0.0967741935483871,31,0.07692307692307693,0.0,14,90,32
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",29.75 ,Success,2003-11-03 07:20:00+00:00,0,2003.0,2000.0,0.030303030303030304,33,0.07630522088353414,0.14457831325301204,7,119,24
CASC,"LC-2, Xichang Satellite Launch Center, China",69.7 ,Success,2003-11-14 16:01:00+00:00,0,2003.0,2000.0,0.058823529411764705,17,0.07630522088353414,0.14285714285714285,7,29,49
MHI,"LA-Y1, Tanegashima Space Center, Japan",Unknown,Failure,2003-11-29 04:33:00+00:00,1,2003.0,2000.0,0.10864197530864197,3240,0.047619047619047616,0.1,32,17,55
Lockheed,"SLC-3E, Vandenberg AFB, California, USA",Unknown,Success,2003-12-02 10:04:00+00:00,0,2003.0,2000.0,0.10864197530864197,3240,0.06329113924050633,0.0684931506849315,31,67,55
VKS RF,"Site 175/59, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,2003-12-05 06:00:00+00:00,0,2003.0,2000.0,0.10864197530864197,3240,0.06565656565656566,0.056,51,96,55
Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA",Unknown,Success,2003-12-10 02:30:00+00:00,0,2003.0,2000.0,0.10864197530864197,3240,0.06329113924050633,0.06756756756756757,31,65,55
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",Unknown,Success,2003-12-21 08:05:00+00:00,0,2003.0,2000.0,0.10864197530864197,3240,0.03676470588235294,0.03418803418803419,6,57,55
CASC,"LC-3, Xichang Satellite Launch Center, China",30.8 ,Success,2003-12-29 19:06:00+00:00,0,2003.0,2000.0,0.0,38,0.07630522088353414,0.1411764705882353,7,32,25
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Unknown,Success,2004-01-11 04:12:00+00:00,0,2004.0,2000.0,0.10864197530864197,3240,0.09375,0.125,44,42,55
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",Unknown,Success,2004-02-05 23:46:00+00:00,0,2004.0,2000.0,0.10864197530864197,3240,0.021739130434782608,0.030303030303030304,19,64,55
Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA",Unknown,Success,2004-02-14 18:50:00+00:00,0,2004.0,2000.0,0.10864197530864197,3240,0.06329113924050633,0.06666666666666667,31,69,55
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",Unknown,Success,2004-02-18 07:06:00+00:00,0,2004.0,2000.0,0.10864197530864197,3240,0.06565656565656566,0.05555555555555555,51,93,55
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",190.0 ,Success,2004-03-02 07:17:00+00:00,0,2004.0,2000.0,0.0,3,0.035842293906810034,0.04666666666666667,3,5,15
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",Unknown,Success,2004-03-13 05:40:00+00:00,0,2004.0,2000.0,0.10864197530864197,3240,0.021739130434782608,0.029411764705882353,19,65,55
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",Unknown,Success,2004-03-20 17:53:00+00:00,0,2004.0,2000.0,0.10864197530864197,3240,0.03676470588235294,0.03389830508474576,6,58,55
ILS,"SLC-36A, Cape Canaveral AFS, Florida, USA",Unknown,Success,2004-04-16 00:45:00+00:00,0,2004.0,2000.0,0.10864197530864197,3240,0.021739130434782608,0.02857142857142857,19,64,55
CASC,"LC-3, Xichang Satellite Launch Center, China",30.8 ,Success,2004-04-18 15:59:00+00:00,0,2004.0,2000.0,0.0,38,0.07630522088353414,0.13953488372093023,7,32,25
ILS,"SLC-36B, Cape Canaveral AFS, Florida, USA",Unknown,Success,2004-04-19 22:22:00+00:00,0,2004.0,2000.0,0.10864197530864197,3240,0.021739130434782608,0.027777777777777776,19,65,55
Boeing,"SLC-2W, Vandenberg AFB, California, USA",Unknown,Success,2004-04-20 16:57:00+00:00,0,2004.0,2000.0,0.10864197530864197,3240,0.03676470588235294,0.03361344537815126,6,63,55
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Unknown,Success,2004-05-04 12:41:00+00:00,0,2004.0,2000.0,0.10864197530864197,3240,0.09375,0.1111111111111111,44,42,55
Northrop,"SLC-576E, Vandenberg AFB, California, USA",45.0 ,Success,2004-05-20 17:47:00+00:00,0,2004.0,2000.0,0.3,10,0.10843373493975904,0.13636363636363635,36,75,33
VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,2004-05-28 06:00:00+00:00,0,2004.0,2000.0,0.10864197530864197,3240,0.06565656565656566,0.05511811023622047,51,117,55
VKS RF,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,2004-06-10 01:28:00+00:00,0,2004.0,2000.0,0.10864197530864197,3240,0.06565656565656566,0.0546875,51,110,55
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",Unknown,Success,2004-06-23 22:54:00+00:00,0,2004.0,2000.0,0.10864197530864197,3240,0.03676470588235294,0.03333333333333333,6,58,55
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Unknown,Success,2004-06-29 03:58:00+00:00,0,2004.0,2000.0,0.10864197530864197,3240,0.09375,0.1,44,42,55
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",29.0 ,Success,2004-06-29 06:30:00+00:00,0,2004.0,2000.0,0.05,20,0.05,0.0,28,85,22
Boeing,"SLC-2W, Vandenberg AFB, California, USA",Unknown,Success,2004-07-15 10:02:00+00:00,0,2004.0,2000.0,0.10864197530864197,3240,0.03676470588235294,0.03305785123966942,6,63,55
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",190.0 ,Success,2004-07-18 00:44:00+00:00,0,2004.0,2000.0,0.0,3,0.035842293906810034,0.046357615894039736,3,5,15
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,Success,2004-07-22 17:46:00+00:00,0,2004.0,2000.0,0.10864197530864197,3240,0.06565656565656566,0.05426356589147287,51,88,55
CASC,"LC-7, Taiyuan Satellite Launch Center, China",30.8 ,Success,2004-07-25 07:05:00+00:00,0,2004.0,2000.0,0.0,38,0.07630522088353414,0.13793103448275862,7,40,25
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",Unknown,Success,2004-08-03 06:15:00+00:00,0,2004.0,2000.0,0.10864197530864197,3240,0.03676470588235294,0.03278688524590164,6,58,55
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",30.8 ,Success,2004-08-29 07:50:00+00:00,0,2004.0,2000.0,0.0,38,0.07630522088353414,0.13636363636363635,7,119,25
Lockheed,"SLC-36A, Cape Canaveral AFS, Florida, USA",Unknown,Success,2004-08-31 23:17:00+00:00,0,2004.0,2000.0,0.10864197530864197,3240,0.06329113924050633,0.06578947368421052,31,64,55
CASC,"LC-7, Taiyuan Satellite Launch Center, China",64.68 ,Success,2004-09-08 23:14:00+00:00,0,2004.0,2000.0,0.058823529411764705,34,0.07630522088353414,0.1348314606741573,7,40,47
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",47.0 ,Success,2004-09-20 10:31:00+00:00,0,2004.0,2000.0,0.38461538461538464,13,0.17333333333333334,0.42105263157894735,23,9,36
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,Success,2004-09-23 15:07:00+00:00,0,2004.0,2000.0,0.10864197530864197,3240,0.06565656565656566,0.05384615384615385,51,88,55
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",29.75 ,Success,2004-09-27 08:00:00+00:00,0,2004.0,2000.0,0.030303030303030304,33,0.07630522088353414,0.13333333333333333,7,119,24
CASC,"LC-2, Xichang Satellite Launch Center, China",69.7 ,Success,2004-10-19 01:20:00+00:00,0,2004.0,2000.0,0.058823529411764705,17,0.07630522088353414,0.13186813186813187,7,29,49
CASC,"LC-7, Taiyuan Satellite Launch Center, China",64.68 ,Success,2004-11-06 03:10:00+00:00,0,2004.0,2000.0,0.058823529411764705,34,0.07630522088353414,0.13043478260869565,7,40,47
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",Unknown,Success,2004-11-06 05:39:00+00:00,0,2004.0,2000.0,0.10864197530864197,3240,0.03676470588235294,0.032520325203252036,6,58,55
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",48.5 ,Success,2004-11-08 18:29:00+00:00,0,2004.0,2000.0,0.038461538461538464,26,0.06565656565656566,0.05343511450381679,51,109,37
CASC,"LC-3, Xichang Satellite Launch Center, China",30.8 ,Success,2004-11-18 10:45:00+00:00,0,2004.0,2000.0,0.0,38,0.07630522088353414,0.12903225806451613,7,32,25
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",Unknown,Success,2004-11-20 17:16:00+00:00,0,2004.0,2000.0,0.10864197530864197,3240,0.03676470588235294,0.03225806451612903,6,57,55
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA",135.0 ,Success,2004-12-17 12:07:00+00:00,0,2004.0,2000.0,0.0,2,0.021739130434782608,0.02702702702702703,19,70,9
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",190.0 ,Success,2004-12-18 16:26:00+00:00,0,2004.0,2000.0,0.0,3,0.035842293906810034,0.046052631578947366,3,5,15
Boeing,"SLC-37B, Cape Canaveral AFS, Florida, USA",350.0 ,Partial Failure,2004-12-21 21:50:00+00:00,1,2004.0,2000.0,0.09090909090909091,11,0.03676470588235294,0.04,6,66,28
VKS RF,"Site 32/2, Plesetsk Cosmodrome, Russia",Unknown,Partial Failure,2004-12-24 12:00:00+00:00,1,2004.0,2000.0,0.10864197530864197,3240,0.06565656565656566,0.06060606060606061,51,103,55
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",Unknown,Success,2005-01-12 18:47:00+00:00,0,2005.0,2000.0,0.10864197530864197,3240,0.03676470588235294,0.03968253968253968,6,58,55
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,Success,2005-01-20 03:00:00+00:00,0,2005.0,2000.0,0.10864197530864197,3240,0.06565656565656566,0.06015037593984962,51,88,55
Lockheed,"SLC-36B, Cape Canaveral AFS, Florida, USA",Unknown,Success,2005-02-03 07:41:00+00:00,0,2005.0,2000.0,0.10864197530864197,3240,0.06329113924050633,0.06493506493506493,31,65,55
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",200.0 ,Success,2005-02-12 21:03:00+00:00,0,2005.0,2000.0,0.02666666666666667,75,0.035842293906810034,0.0457516339869281,3,5,18
MHI,"LA-Y1, Tanegashima Space Center, Japan",Unknown,Success,2005-02-26 09:25:00+00:00,0,2005.0,2000.0,0.10864197530864197,3240,0.047619047619047616,0.0975609756097561,32,17,55
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Unknown,Success,2005-03-01 03:50:00+00:00,0,2005.0,2000.0,0.10864197530864197,3240,0.09375,0.09090909090909091,44,42,55
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA",130.0 ,Success,2005-03-11 21:42:00+00:00,0,2005.0,2000.0,0.0,3,0.021739130434782608,0.02631578947368421,19,70,7
Northrop,"SLC-8, Vandenberg AFB, California, USA",40.0 ,Success,2005-04-11 13:35:00+00:00,0,2005.0,2000.0,0.09090909090909091,55,0.10843373493975904,0.13333333333333333,36,77,31
CASC,"LC-2, Xichang Satellite Launch Center, China",Unknown,Success,2005-04-12 12:00:00+00:00,0,2005.0,2000.0,0.10864197530864197,3240,0.07630522088353414,0.1276595744680851,7,29,55
Northrop,"Stargazer, Vandenberg AFB, California, USA",40.0 ,Success,2005-04-15 17:27:00+00:00,0,2005.0,2000.0,0.09090909090909091,55,0.10843373493975904,0.13043478260869565,36,124,31
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Unknown,Success,2005-04-26 07:31:00+00:00,0,2005.0,2000.0,0.10864197530864197,3240,0.09375,0.08333333333333333,44,42,55
Lockheed,"SLC-40, Cape Canaveral AFS, Florida, USA",Unknown,Success,2005-04-30 00:50:00+00:00,0,2005.0,2000.0,0.10864197530864197,3240,0.06329113924050633,0.0641025641025641,31,69,55
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",25.0 ,Success,2005-05-05 04:45:00+00:00,0,2005.0,2000.0,0.16666666666666666,12,0.17333333333333334,0.4,23,82,20
Boeing,"SLC-2W, Vandenberg AFB, California, USA",Unknown,Success,2005-05-20 10:22:00+00:00,0,2005.0,2000.0,0.10864197530864197,3240,0.03676470588235294,0.03937007874015748,6,63,55
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",Unknown,Failure,2005-06-21 00:48:00+00:00,1,2005.0,2000.0,0.10864197530864197,3240,0.06565656565656566,0.06716417910447761,51,93,55
SRC,"K-496 Submarine, Barents Sea Launch Area, Barents Sea",Unknown,Failure,2005-06-21 19:46:00+00:00,1,2005.0,2000.0,0.10864197530864197,3240,0.3333333333333333,0.5,43,13,55
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Unknown,Success,2005-06-23 14:02:00+00:00,0,2005.0,2000.0,0.10864197530864197,3240,0.09375,0.07692307692307693,44,42,55
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",29.75 ,Success,2005-07-05 22:40:00+00:00,0,2005.0,2000.0,0.030303030303030304,33,0.07630522088353414,0.12631578947368421,7,119,24
ISAS,"Mu Pad, Uchinoura Space Center, Japan",Unknown,Success,2005-07-10 03:30:00+00:00,0,2005.0,2000.0,0.10864197530864197,3240,0.13333333333333333,0.14285714285714285,22,48,55
NASA,"LC-39B, Kennedy Space Center, Florida, USA",450.0 ,Success,2005-07-26 14:39:00+00:00,0,2005.0,2000.0,0.014705882352941176,136,0.08374384236453201,0.09392265193370165,35,35,34
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",30.8 ,Success,2005-08-02 07:30:00+00:00,0,2005.0,2000.0,0.0,38,0.07630522088353414,0.125,7,119,25
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",Unknown,Success,2005-08-11 08:20:00+00:00,0,2005.0,2000.0,0.10864197530864197,3240,0.035842293906810034,0.045454545454545456,3,5,55
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA",109.0 ,Success,2005-08-12 11:43:00+00:00,0,2005.0,2000.0,0.02702702702702703,37,0.021739130434782608,0.02564102564102564,19,70,1
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",29.0 ,Success,2005-08-23 21:09:00+00:00,0,2005.0,2000.0,0.05,20,0.05,0.0,28,85,22
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",41.8 ,Success,2005-08-26 18:34:00+00:00,0,2005.0,2000.0,0.0967741935483871,31,0.06565656565656566,0.06666666666666667,51,90,32
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",29.75 ,Success,2005-08-29 08:45:00+00:00,0,2005.0,2000.0,0.030303030303030304,33,0.07630522088353414,0.12371134020618557,7,119,24
Northrop,"SLC-8, Vandenberg AFB, California, USA",40.0 ,Success,2005-09-22 19:24:00+00:00,0,2005.0,2000.0,0.09090909090909091,55,0.10843373493975904,0.1276595744680851,36,77,31
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",Unknown,Success,2005-09-26 03:37:00+00:00,0,2005.0,2000.0,0.10864197530864197,3240,0.03676470588235294,0.0390625,6,57,55
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",41.8 ,Failure,2005-10-08 15:02:00+00:00,1,2005.0,2000.0,0.0967741935483871,31,0.07692307692307693,0.16666666666666666,14,90,32
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",Unknown,Success,2005-10-13 22:32:00+00:00,0,2005.0,2000.0,0.10864197530864197,3240,0.035842293906810034,0.04516129032258064,3,5,55
CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",Unknown,Success,2005-10-16 20:32:00+00:00,0,2005.0,2000.0,0.10864197530864197,3240,0.07630522088353414,0.12244897959183673,7,118,55
Lockheed,"SLC-4E, Vandenberg AFB, California, USA",Unknown,Success,2005-10-19 18:05:00+00:00,0,2005.0,2000.0,0.10864197530864197,3240,0.06329113924050633,0.06329113924050633,31,72,55
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,Success,2005-10-27 06:52:00+00:00,0,2005.0,2000.0,0.10864197530864197,3240,0.06565656565656566,0.0661764705882353,51,88,55
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Unknown,Success,2005-11-08 14:06:00+00:00,0,2005.0,2000.0,0.10864197530864197,3240,0.09375,0.07142857142857142,44,42,55
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",200.0 ,Success,2005-11-16 23:46:00+00:00,0,2005.0,2000.0,0.02666666666666667,75,0.035842293906810034,0.04487179487179487,3,5,18
VKS RF,"Site 132/1, Plesetsk Cosmodrome, Russia",Unknown,Success,2005-12-21 19:34:00+00:00,0,2005.0,2000.0,0.10864197530864197,3240,0.06565656565656566,0.06569343065693431,51,88,55
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",Unknown,Success,2005-12-21 23:33:00+00:00,0,2005.0,2000.0,0.10864197530864197,3240,0.035842293906810034,0.044585987261146494,3,5,55
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA",153.0 ,Success,2006-01-19 19:00:00+00:00,0,2006.0,2000.0,0.0,11,0.021739130434782608,0.025,19,70,13
MHI,"LA-Y1, Tanegashima Space Center, Japan",Unknown,Success,2006-01-24 01:33:00+00:00,0,2006.0,2000.0,0.10864197530864197,3240,0.047619047619047616,0.09523809523809523,32,17,55
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Unknown,Success,2006-02-15 22:34:00+00:00,0,2006.0,2000.0,0.10864197530864197,3240,0.09375,0.06666666666666667,44,42,55
MHI,"LA-Y1, Tanegashima Space Center, Japan",Unknown,Success,2006-02-18 06:27:00+00:00,0,2006.0,2000.0,0.10864197530864197,3240,0.047619047619047616,0.09302325581395349,32,17,55
ISAS,"Mu Pad, Uchinoura Space Center, Japan",Unknown,Success,2006-02-21 21:28:00+00:00,0,2006.0,2000.0,0.10864197530864197,3240,0.13333333333333333,0.13793103448275862,22,48,55
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",200.0 ,Success,2006-03-11 22:33:00+00:00,0,2006.0,2000.0,0.02666666666666667,75,0.035842293906810034,0.04430379746835443,3,5,18
SpaceX,"Omelek Island, Ronald Reagan Ballistic Missile Defense Test Site, Marshall Islands, USA",7.0 ,Failure,2006-03-24 21:30:00+00:00,1,2006.0,2000.0,0.6,5,0.06,1.0,45,51,50
Northrop,"Stargazer, Vandenberg AFB, California, USA",40.0 ,Success,2006-03-28 20:10:00+00:00,0,2006.0,2000.0,0.09090909090909091,55,0.10843373493975904,0.125,36,124,31
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Unknown,Success,2006-04-12 23:29:00+00:00,0,2006.0,2000.0,0.10864197530864197,3240,0.09375,0.0625,44,42,55
Northrop,"SLC-8, Vandenberg AFB, California, USA",40.0 ,Success,2006-04-15 01:40:00+00:00,0,2006.0,2000.0,0.09090909090909091,55,0.10843373493975904,0.12244897959183673,36,77,31
ILS,"SLC-41, Cape Canaveral AFS, Florida, USA",115.0 ,Success,2006-04-20 20:27:00+00:00,0,2006.0,2000.0,0.0,6,0.021739130434782608,0.024390243902439025,19,70,3
MITT,"Svobodny Cosmodrome, Russia",Unknown,Success,2006-04-25 16:47:00+00:00,0,2006.0,2000.0,0.10864197530864197,3240,0.14285714285714285,0.14285714285714285,33,126,55
CASC,"LC-7, Taiyuan Satellite Launch Center, China",64.68 ,Success,2006-04-26 22:48:00+00:00,0,2006.0,2000.0,0.058823529411764705,34,0.07630522088353414,0.12121212121212122,7,40,47
Boeing,"SLC-2W, Vandenberg AFB, California, USA",Unknown,Success,2006-04-28 10:02:00+00:00,0,2006.0,2000.0,0.10864197530864197,3240,0.03676470588235294,0.03875968992248062,6,63,55
Boeing,"SLC-37B, Cape Canaveral AFS, Florida, USA",164.0 ,Success,2006-05-24 22:11:00+00:00,0,2006.0,2000.0,0.0,15,0.03676470588235294,0.038461538461538464,6,66,14
SRC,"K-84 Submarine, Barents Sea Launch Area, Barents Sea",Unknown,Success,2006-05-26 18:50:00+00:00,0,2006.0,2000.0,0.10864197530864197,3240,0.3333333333333333,0.3333333333333333,43,14,55
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",200.0 ,Success,2006-05-27 21:09:00+00:00,0,2006.0,2000.0,0.02666666666666667,75,0.035842293906810034,0.0440251572327044,3,5,18
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Unknown,Success,2006-06-18 07:49:00+00:00,0,2006.0,2000.0,0.10864197530864197,3240,0.09375,0.058823529411764705,44,42,55
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",Unknown,Success,2006-06-21 22:15:00+00:00,0,2006.0,2000.0,0.10864197530864197,3240,0.03676470588235294,0.03816793893129771,6,57,55
VKS RF,"Site 90/20, Baikonur Cosmodrome, Kazakhstan",Unknown,Success,2006-06-25 04:00:00+00:00,0,2006.0,2000.0,0.10864197530864197,3240,0.06565656565656566,0.06521739130434782,51,117,55
Boeing,"SLC-6, Vandenberg AFB, California, USA",164.0 ,Success,2006-06-28 03:33:00+00:00,0,2006.0,2000.0,0.0,15,0.03676470588235294,0.03787878787878788,6,76,14
NASA,"LC-39B, Kennedy Space Center, Florida, USA",450.0 ,Success,2006-07-04 18:37:00+00:00,0,2006.0,2000.0,0.014705882352941176,136,0.08374384236453201,0.09340659340659341,35,35,34
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",47.0 ,Failure,2006-07-10 12:08:00+00:00,1,2006.0,2000.0,0.38461538461538464,13,0.17333333333333334,0.42857142857142855,23,82,36
Kosmotras,"Site 370/13, Yasny Cosmodrome, Russia",29.0 ,Success,2006-07-12 14:53:00+00:00,0,2006.0,2000.0,0.05,20,0.05,0.0,28,105,22
VKS RF,"Site 16/2, Plesetsk Cosmodrome, Russia",Unknown,Success,2006-07-21 04:20:00+00:00,0,2006.0,2000.0,0.10864197530864197,3240,0.06565656565656566,0.06474820143884892,51,93,55
Kosmotras,"Site 109/95, Baikonur Cosmodrome, Kazakhstan",29.0 ,Failure,2006-07-26 19:43:00+00:00,1,2006.0,2000.0,0.05,20,0.05,0.2,28,85,22
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",41.8 ,Success,2006-07-28 07:05:00+00:00,0,2006.0,2000.0,0.0967741935483871,31,0.07692307692307693,0.14285714285714285,14,90,32
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",200.0 ,Success,2006-08-11 22:15:00+00:00,0,2006.0,2000.0,0.02666666666666667,75,0.035842293906810034,0.04375,3,5,18
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Unknown,Success,2006-08-22 03:26:00+00:00,0,2006.0,2000.0,0.10864197530864197,3240,0.09375,0.05555555555555555,44,42,55
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",30.8 ,Success,2006-09-09 07:00:00+00:00,0,2006.0,2000.0,0.0,38,0.07630522088353414,0.12,7,119,25
NASA,"LC-39B, Kennedy Space Center, Florida, USA",450.0 ,Success,2006-09-09 15:14:00+00:00,0,2006.0,2000.0,0.014705882352941176,136,0.08374384236453201,0.09289617486338798,35,35,34
MHI,"LA-Y1, Tanegashima Space Center, Japan",90.0 ,Success,2006-09-11 04:35:00+00:00,0,2006.0,2000.0,0.0,32,0.047619047619047616,0.09090909090909091,32,17,54
CASC,"LC-2, Xichang Satellite Launch Center, China",69.7 ,Success,2006-09-12 16:02:00+00:00,0,2006.0,2000.0,0.058823529411764705,17,0.07630522088353414,0.1188118811881188,7,29,49
ISAS,"Mu Pad, Uchinoura Space Center, Japan",Unknown,Success,2006-09-22 21:36:00+00:00,0,2006.0,2000.0,0.10864197530864197,3240,0.13333333333333333,0.13333333333333333,22,48,55
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",Unknown,Success,2006-09-25 18:50:00+00:00,0,2006.0,2000.0,0.10864197530864197,3240,0.03676470588235294,0.03759398496240601,6,57,55
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",200.0 ,Success,2006-10-13 20:56:00+00:00,0,2006.0,2000.0,0.02666666666666667,75,0.035842293906810034,0.043478260869565216,3,5,18
CASC,"LC-7, Taiyuan Satellite Launch Center, China",64.68 ,Success,2006-10-23 23:34:00+00:00,0,2006.0,2000.0,0.058823529411764705,34,0.07630522088353414,0.11764705882352941,7,40,47
Boeing,"SLC-17B, Cape Canaveral AFS, Florida, USA",Unknown,Success,2006-10-26 00:52:00+00:00,0,2006.0,2000.0,0.10864197530864197,3240,0.03676470588235294,0.03731343283582089,6,58,55
CASC,"LC-2, Xichang Satellite Launch Center, China",Unknown,Success,2006-10-28 16:20:00+00:00,0,2006.0,2000.0,0.10864197530864197,3240,0.07630522088353414,0.11650485436893204,7,29,55
Sea Launch,"LP Odyssey, Kiritimati Launch Area, Pacific Ocean",Unknown,Success,2006-10-30 23:48:00+00:00,0,2006.0,2000.0,0.10864197530864197,3240,0.09375,0.05263157894736842,44,42,55
Boeing,"SLC-6, Vandenberg AFB, California, USA",133.0 ,Success,2006-11-04 13:53:00+00:00,0,2006.0,2000.0,0.0,3,0.03676470588235294,0.037037037037037035,6,76,8
Boeing,"SLC-17A, Cape Canaveral AFS, Florida, USA",Unknown,Success,2006-11-17 19:12:00+00:00,0,2006.0,2000.0,0.10864197530864197,3240,0.03676470588235294,0.03676470588235294,6,57,55
CASC,"LC-2, Xichang Satellite Launch Center, China",69.7 ,Success,2006-12-08 00:53:00+00:00,0,2006.0,2000.0,0.058823529411764705,17,0.07630522088353414,0.11538461538461539,7,29,49
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",200.0 ,Success,2006-12-08 22:08:00+00:00,0,2006.0,2000.0,0.02666666666666667,75,0.035842293906810034,0.043209876543209874,3,5,18
NASA,"LC-39B, Kennedy Space Center, Florida, USA",450.0 ,Success,2006-12-10 00:47:00+00:00,0,2006.0,2000.0,0.014705882352941176,136,0.08374384236453201,0.09239130434782608,35,35,34
ULA,"SLC-2W, Vandenberg AFB, California, USA",Unknown,Success,2006-12-14 21:00:00+00:00,0,2006.0,2000.0,0.10864197530864197,3240,0.007142857142857143,0.0,47,63,55
